id,n_sentences,input,answer
10,8,The delegation travelled from Chile to Peru before the summit. Exports from China rose sharply while Spain reported a decline. The delegation travelled from Mexico to Argentina before the summit. The documentary contrasted life in Kenya with that in Spain. China and Greece signed a joint statement on trade. The delegation travelled from Italy to Brazil before the summit. The delegation travelled from Australia to France before the summit. Germany and Peru signed a joint statement on trade.,"{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 1, ""Chile"": 1, ""China"": 2, ""France"": 1, ""Germany"": 1, ""Greece"": 1, ""Italy"": 1, ""Kenya"": 1, ""Mexico"": 1, ""Peru"": 2, ""Spain"": 2}"
11,8,"After leaving Greece, the group spent three weeks in Argentina. The delegation travelled from Poland to Sweden before the summit. After leaving Norway, the group spent three weeks in Poland. Researchers in Spain collaborated with a team based in Australia. The documentary contrasted life in Canada with that in Chile. Peru and Germany signed a joint statement on trade. The delegation travelled from Canada to Italy before the summit. After leaving Argentina, the group spent three weeks in Chile.","{""Argentina"": 2, ""Australia"": 1, ""Canada"": 2, ""Chile"": 2, ""Germany"": 1, ""Greece"": 1, ""Italy"": 1, ""Norway"": 1, ""Peru"": 1, ""Poland"": 2, ""Spain"": 1, ""Sweden"": 1}"
12,8,"Canada and Mexico signed a joint statement on trade. After leaving Argentina, the group spent three weeks in India. Researchers in India collaborated with a team based in Australia. Researchers in Mexico collaborated with a team based in Chile. Researchers in India collaborated with a team based in France. Researchers in Japan collaborated with a team based in Greece. The delegation travelled from Italy to Peru before the summit. Researchers in Mexico collaborated with a team based in Greece.","{""Argentina"": 1, ""Australia"": 1, ""Canada"": 1, ""Chile"": 1, ""France"": 1, ""Greece"": 2, ""India"": 3, ""Italy"": 1, ""Japan"": 1, ""Mexico"": 3, ""Peru"": 1}"
13,8,"France and Poland signed a joint statement on trade. Researchers in China collaborated with a team based in India. The delegation travelled from Chile to China before the summit. Spain and Kenya signed a joint statement on trade. After leaving Kenya, the group spent three weeks in Germany. Researchers in Japan collaborated with a team based in Norway. Researchers in Peru collaborated with a team based in Brazil. Exports from Spain rose sharply while Canada reported a decline.","{""Brazil"": 1, ""Canada"": 1, ""Chile"": 1, ""China"": 2, ""France"": 1, ""Germany"": 1, ""India"": 1, ""Japan"": 1, ""Kenya"": 2, ""Norway"": 1, ""Peru"": 1, ""Poland"": 1, ""Spain"": 2}"
14,8,"Researchers in Italy collaborated with a team based in Sweden. Greece and Poland signed a joint statement on trade. Researchers in France collaborated with a team based in Kenya. Exports from India rose sharply while Australia reported a decline. The documentary contrasted life in Argentina with that in Australia. Researchers in Kenya collaborated with a team based in Chile. After leaving China, the group spent three weeks in Japan. Researchers in Australia collaborated with a team based in Canada.","{""Argentina"": 1, ""Australia"": 3, ""Canada"": 1, ""Chile"": 1, ""China"": 1, ""France"": 1, ""Greece"": 1, ""India"": 1, ""Italy"": 1, ""Japan"": 1, ""Kenya"": 2, ""Poland"": 1, ""Sweden"": 1}"
15,8,"Peru and Kenya signed a joint statement on trade. After leaving Greece, the group spent three weeks in Argentina. India and Italy signed a joint statement on trade. Canada and France signed a joint statement on trade. The delegation travelled from India to Norway before the summit. The delegation travelled from Peru to France before the summit. Peru and Norway signed a joint statement on trade. The documentary contrasted life in China with that in Chile.","{""Argentina"": 1, ""Canada"": 1, ""Chile"": 1, ""China"": 1, ""France"": 2, ""Greece"": 1, ""India"": 2, ""Italy"": 1, ""Kenya"": 1, ""Norway"": 2, ""Peru"": 3}"
16,8,"Researchers in Mexico collaborated with a team based in India. After leaving Japan, the group spent three weeks in Poland. Spain and Brazil signed a joint statement on trade. The documentary contrasted life in Peru with that in Kenya. After leaving Argentina, the group spent three weeks in Peru. Greece and Peru signed a joint statement on trade. Researchers in Germany collaborated with a team based in Italy. After leaving Argentina, the group spent three weeks in Poland.","{""Argentina"": 2, ""Brazil"": 1, ""Germany"": 1, ""Greece"": 1, ""India"": 1, ""Italy"": 1, ""Japan"": 1, ""Kenya"": 1, ""Mexico"": 1, ""Peru"": 3, ""Poland"": 2, ""Spain"": 1}"
17,8,Researchers in Canada collaborated with a team based in Poland. The delegation travelled from Peru to India before the summit. Researchers in Japan collaborated with a team based in Canada. The delegation travelled from China to Peru before the summit. Sweden and Egypt signed a joint statement on trade. Exports from Argentina rose sharply while France reported a decline. Researchers in China collaborated with a team based in Argentina. Exports from Kenya rose sharply while Japan reported a decline.,"{""Argentina"": 2, ""Canada"": 2, ""China"": 2, ""Egypt"": 1, ""France"": 1, ""India"": 1, ""Japan"": 2, ""Kenya"": 1, ""Peru"": 2, ""Poland"": 1, ""Sweden"": 1}"
18,8,Peru and Mexico signed a joint statement on trade. Argentina and China signed a joint statement on trade. Peru and Norway signed a joint statement on trade. Mexico and France signed a joint statement on trade. The documentary contrasted life in Poland with that in Argentina. The delegation travelled from Mexico to Norway before the summit. Argentina and Mexico signed a joint statement on trade. Egypt and Germany signed a joint statement on trade.,"{""Argentina"": 3, ""China"": 1, ""Egypt"": 1, ""France"": 1, ""Germany"": 1, ""Mexico"": 4, ""Norway"": 2, ""Peru"": 2, ""Poland"": 1}"
19,8,Exports from Italy rose sharply while India reported a decline. Researchers in Japan collaborated with a team based in Chile. The delegation travelled from Mexico to Sweden before the summit. Exports from Poland rose sharply while Italy reported a decline. Exports from Egypt rose sharply while Italy reported a decline. India and Mexico signed a joint statement on trade. Exports from Canada rose sharply while Peru reported a decline. Exports from Chile rose sharply while Egypt reported a decline.,"{""Canada"": 1, ""Chile"": 2, ""Egypt"": 2, ""India"": 2, ""Italy"": 3, ""Japan"": 1, ""Mexico"": 2, ""Peru"": 1, ""Poland"": 1, ""Sweden"": 1}"
20,8,"Italy and Chile signed a joint statement on trade. The documentary contrasted life in China with that in India. After leaving Japan, the group spent three weeks in India. The documentary contrasted life in China with that in Sweden. The documentary contrasted life in Peru with that in Australia. Exports from France rose sharply while Mexico reported a decline. After leaving India, the group spent three weeks in Italy. Greece and Japan signed a joint statement on trade.","{""Australia"": 1, ""Chile"": 1, ""China"": 2, ""France"": 1, ""Greece"": 1, ""India"": 3, ""Italy"": 2, ""Japan"": 2, ""Mexico"": 1, ""Peru"": 1, ""Sweden"": 1}"
21,8,"The delegation travelled from Mexico to Canada before the summit. The documentary contrasted life in Norway with that in Chile. After leaving Greece, the group spent three weeks in Brazil. Chile and China signed a joint statement on trade. After leaving Sweden, the group spent three weeks in Brazil. The delegation travelled from China to Argentina before the summit. Australia and Italy signed a joint statement on trade. The delegation travelled from Greece to Italy before the summit.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 2, ""Canada"": 1, ""Chile"": 2, ""China"": 2, ""Greece"": 2, ""Italy"": 2, ""Mexico"": 1, ""Norway"": 1, ""Sweden"": 1}"
22,8,"Exports from Poland rose sharply while Egypt reported a decline. The documentary contrasted life in Spain with that in Mexico. Peru and India signed a joint statement on trade. Greece and Spain signed a joint statement on trade. After leaving Kenya, the group spent three weeks in Greece. Exports from Mexico rose sharply while Sweden reported a decline. China and Argentina signed a joint statement on trade. Exports from Poland rose sharply while Japan reported a decline.","{""Argentina"": 1, ""China"": 1, ""Egypt"": 1, ""Greece"": 2, ""India"": 1, ""Japan"": 1, ""Kenya"": 1, ""Mexico"": 2, ""Peru"": 1, ""Poland"": 2, ""Spain"": 2, ""Sweden"": 1}"
23,8,"Exports from Poland rose sharply while Mexico reported a decline. Canada and Australia signed a joint statement on trade. China and Australia signed a joint statement on trade. Sweden and China signed a joint statement on trade. The documentary contrasted life in Kenya with that in Sweden. Researchers in Argentina collaborated with a team based in Sweden. After leaving Argentina, the group spent three weeks in Peru. Researchers in Italy collaborated with a team based in India.","{""Argentina"": 2, ""Australia"": 2, ""Canada"": 1, ""China"": 2, ""India"": 1, ""Italy"": 1, ""Kenya"": 1, ""Mexico"": 1, ""Peru"": 1, ""Poland"": 1, ""Sweden"": 3}"
24,8,"Argentina and China signed a joint statement on trade. Exports from China rose sharply while Sweden reported a decline. Sweden and Japan signed a joint statement on trade. Exports from Germany rose sharply while Canada reported a decline. Researchers in Argentina collaborated with a team based in Spain. The delegation travelled from Chile to France before the summit. After leaving Germany, the group spent three weeks in Norway. Italy and Greece signed a joint statement on trade.","{""Argentina"": 2, ""Canada"": 1, ""Chile"": 1, ""China"": 2, ""France"": 1, ""Germany"": 2, ""Greece"": 1, ""Italy"": 1, ""Japan"": 1, ""Norway"": 1, ""Spain"": 1, ""Sweden"": 2}"
25,8,"Spain and Germany signed a joint statement on trade. Mexico and Germany signed a joint statement on trade. Researchers in Egypt collaborated with a team based in Italy. The delegation travelled from Spain to Norway before the summit. Exports from Argentina rose sharply while Egypt reported a decline. After leaving Egypt, the group spent three weeks in Brazil. Researchers in Chile collaborated with a team based in Sweden. Researchers in Peru collaborated with a team based in Kenya.","{""Argentina"": 1, ""Brazil"": 1, ""Chile"": 1, ""Egypt"": 3, ""Germany"": 2, ""Italy"": 1, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 1, ""Spain"": 2, ""Sweden"": 1}"
26,8,"The documentary contrasted life in Chile with that in India. Researchers in Germany collaborated with a team based in Chile. Exports from Kenya rose sharply while Norway reported a decline. The delegation travelled from Italy to Argentina before the summit. After leaving Australia, the group spent three weeks in Norway. After leaving Chile, the group spent three weeks in Poland. Researchers in Brazil collaborated with a team based in Mexico. The delegation travelled from Italy to Australia before the summit.","{""Argentina"": 1, ""Australia"": 2, ""Brazil"": 1, ""Chile"": 3, ""Germany"": 1, ""India"": 1, ""Italy"": 2, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 2, ""Poland"": 1}"
27,8,"The documentary contrasted life in Kenya with that in Sweden. Italy and Spain signed a joint statement on trade. The documentary contrasted life in Chile with that in Poland. The documentary contrasted life in Poland with that in Chile. After leaving Mexico, the group spent three weeks in Canada. Researchers in China collaborated with a team based in Mexico. The delegation travelled from Spain to Greece before the summit. China and Poland signed a joint statement on trade.","{""Canada"": 1, ""Chile"": 2, ""China"": 2, ""Greece"": 1, ""Italy"": 1, ""Kenya"": 1, ""Mexico"": 2, ""Poland"": 3, ""Spain"": 2, ""Sweden"": 1}"
28,8,The documentary contrasted life in Greece with that in Chile. The delegation travelled from Peru to Kenya before the summit. Exports from Norway rose sharply while India reported a decline. Researchers in Chile collaborated with a team based in Brazil. Exports from Greece rose sharply while Spain reported a decline. India and Peru signed a joint statement on trade. The delegation travelled from Spain to Mexico before the summit. The documentary contrasted life in Argentina with that in Australia.,"{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 1, ""Chile"": 2, ""Greece"": 2, ""India"": 2, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 2, ""Spain"": 2}"
29,8,"Researchers in Canada collaborated with a team based in Australia. After leaving Brazil, the group spent three weeks in India. The documentary contrasted life in Peru with that in Brazil. The documentary contrasted life in Spain with that in Japan. Exports from Kenya rose sharply while Australia reported a decline. Brazil and Argentina signed a joint statement on trade. Exports from Egypt rose sharply while Poland reported a decline. Exports from Argentina rose sharply while Peru reported a decline.","{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 3, ""Canada"": 1, ""Egypt"": 1, ""India"": 1, ""Japan"": 1, ""Kenya"": 1, ""Peru"": 2, ""Poland"": 1, ""Spain"": 1}"
30,8,"The delegation travelled from Brazil to Australia before the summit. After leaving Peru, the group spent three weeks in Chile. Exports from Sweden rose sharply while China reported a decline. China and Brazil signed a joint statement on trade. After leaving Egypt, the group spent three weeks in Chile. Researchers in Italy collaborated with a team based in Peru. After leaving Chile, the group spent three weeks in Sweden. The documentary contrasted life in Egypt with that in France.","{""Australia"": 1, ""Brazil"": 2, ""Chile"": 3, ""China"": 2, ""Egypt"": 2, ""France"": 1, ""Italy"": 1, ""Peru"": 2, ""Sweden"": 2}"
31,8,India and Egypt signed a joint statement on trade. Exports from China rose sharply while Mexico reported a decline. Japan and China signed a joint statement on trade. The documentary contrasted life in Chile with that in Mexico. Exports from Japan rose sharply while Italy reported a decline. Researchers in Germany collaborated with a team based in Japan. Kenya and China signed a joint statement on trade. Kenya and Sweden signed a joint statement on trade.,"{""Chile"": 1, ""China"": 3, ""Egypt"": 1, ""Germany"": 1, ""India"": 1, ""Italy"": 1, ""Japan"": 3, ""Kenya"": 2, ""Mexico"": 2, ""Sweden"": 1}"
32,8,"After leaving Chile, the group spent three weeks in Kenya. The delegation travelled from Greece to Egypt before the summit. Exports from Sweden rose sharply while Germany reported a decline. Researchers in Mexico collaborated with a team based in Germany. The documentary contrasted life in Norway with that in Japan. Exports from Peru rose sharply while Mexico reported a decline. The delegation travelled from Spain to Kenya before the summit. The delegation travelled from France to Norway before the summit.","{""Chile"": 1, ""Egypt"": 1, ""France"": 1, ""Germany"": 2, ""Greece"": 1, ""Japan"": 1, ""Kenya"": 2, ""Mexico"": 2, ""Norway"": 2, ""Peru"": 1, ""Spain"": 1, ""Sweden"": 1}"
33,8,"The documentary contrasted life in France with that in Norway. After leaving Argentina, the group spent three weeks in Peru. After leaving Poland, the group spent three weeks in Chile. Peru and Japan signed a joint statement on trade. The documentary contrasted life in France with that in Peru. After leaving India, the group spent three weeks in Chile. Researchers in Kenya collaborated with a team based in Argentina. After leaving Poland, the group spent three weeks in Brazil.","{""Argentina"": 2, ""Brazil"": 1, ""Chile"": 2, ""France"": 2, ""India"": 1, ""Japan"": 1, ""Kenya"": 1, ""Norway"": 1, ""Peru"": 3, ""Poland"": 2}"
34,8,Poland and India signed a joint statement on trade. Researchers in Canada collaborated with a team based in Brazil. Poland and Chile signed a joint statement on trade. The delegation travelled from Japan to Argentina before the summit. Brazil and Argentina signed a joint statement on trade. Researchers in Norway collaborated with a team based in France. Researchers in Germany collaborated with a team based in Australia. The delegation travelled from Canada to Japan before the summit.,"{""Argentina"": 2, ""Australia"": 1, ""Brazil"": 2, ""Canada"": 2, ""Chile"": 1, ""France"": 1, ""Germany"": 1, ""India"": 1, ""Japan"": 2, ""Norway"": 1, ""Poland"": 2}"
35,8,"Kenya and Japan signed a joint statement on trade. The delegation travelled from Poland to France before the summit. The documentary contrasted life in Greece with that in Argentina. Kenya and China signed a joint statement on trade. The delegation travelled from China to France before the summit. Exports from Sweden rose sharply while India reported a decline. Researchers in Mexico collaborated with a team based in Kenya. After leaving Greece, the group spent three weeks in Argentina.","{""Argentina"": 2, ""China"": 2, ""France"": 2, ""Greece"": 2, ""India"": 1, ""Japan"": 1, ""Kenya"": 3, ""Mexico"": 1, ""Poland"": 1, ""Sweden"": 1}"
36,8,"After leaving Kenya, the group spent three weeks in Australia. The delegation travelled from Sweden to Mexico before the summit. The delegation travelled from Egypt to France before the summit. The documentary contrasted life in Italy with that in Germany. France and Japan signed a joint statement on trade. Exports from China rose sharply while Egypt reported a decline. Chile and Germany signed a joint statement on trade. The delegation travelled from Japan to Kenya before the summit.","{""Australia"": 1, ""Chile"": 1, ""China"": 1, ""Egypt"": 2, ""France"": 2, ""Germany"": 2, ""Italy"": 1, ""Japan"": 2, ""Kenya"": 2, ""Mexico"": 1, ""Sweden"": 1}"
37,8,"Researchers in France collaborated with a team based in Argentina. Researchers in Kenya collaborated with a team based in Peru. The documentary contrasted life in China with that in Mexico. After leaving Sweden, the group spent three weeks in Peru. Researchers in Chile collaborated with a team based in Mexico. After leaving Greece, the group spent three weeks in Chile. Japan and Canada signed a joint statement on trade. The documentary contrasted life in Sweden with that in France.","{""Argentina"": 1, ""Canada"": 1, ""Chile"": 2, ""China"": 1, ""France"": 2, ""Greece"": 1, ""Japan"": 1, ""Kenya"": 1, ""Mexico"": 2, ""Peru"": 2, ""Sweden"": 2}"
38,8,"The documentary contrasted life in Argentina with that in India. The delegation travelled from Poland to Germany before the summit. After leaving Egypt, the group spent three weeks in Kenya. After leaving Egypt, the group spent three weeks in Greece. Researchers in Brazil collaborated with a team based in Kenya. The delegation travelled from Greece to Spain before the summit. The delegation travelled from Canada to India before the summit. Egypt and Kenya signed a joint statement on trade.","{""Argentina"": 1, ""Brazil"": 1, ""Canada"": 1, ""Egypt"": 3, ""Germany"": 1, ""Greece"": 2, ""India"": 2, ""Kenya"": 3, ""Poland"": 1, ""Spain"": 1}"
39,8,"Researchers in Greece collaborated with a team based in Norway. The delegation travelled from Norway to China before the summit. Exports from Kenya rose sharply while Mexico reported a decline. After leaving Mexico, the group spent three weeks in Italy. Exports from Peru rose sharply while Kenya reported a decline. The delegation travelled from Spain to Brazil before the summit. Researchers in Japan collaborated with a team based in Chile. The delegation travelled from Italy to Mexico before the summit.","{""Brazil"": 1, ""Chile"": 1, ""China"": 1, ""Greece"": 1, ""Italy"": 2, ""Japan"": 1, ""Kenya"": 2, ""Mexico"": 3, ""Norway"": 2, ""Peru"": 1, ""Spain"": 1}"
40,8,"Exports from Spain rose sharply while Brazil reported a decline. After leaving Norway, the group spent three weeks in Chile. Exports from Sweden rose sharply while Germany reported a decline. Kenya and Norway signed a joint statement on trade. Researchers in Greece collaborated with a team based in Italy. The documentary contrasted life in France with that in Sweden. Exports from Argentina rose sharply while Sweden reported a decline. Researchers in Poland collaborated with a team based in Peru.","{""Argentina"": 1, ""Brazil"": 1, ""Chile"": 1, ""France"": 1, ""Germany"": 1, ""Greece"": 1, ""Italy"": 1, ""Kenya"": 1, ""Norway"": 2, ""Peru"": 1, ""Poland"": 1, ""Spain"": 1, ""Sweden"": 3}"
41,8,"The delegation travelled from Canada to Argentina before the summit. Sweden and Chile signed a joint statement on trade. Researchers in Canada collaborated with a team based in Egypt. Norway and Peru signed a joint statement on trade. Mexico and Argentina signed a joint statement on trade. After leaving Germany, the group spent three weeks in Egypt. The documentary contrasted life in Spain with that in Egypt. Exports from Peru rose sharply while India reported a decline.","{""Argentina"": 2, ""Canada"": 2, ""Chile"": 1, ""Egypt"": 3, ""Germany"": 1, ""India"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 2, ""Spain"": 1, ""Sweden"": 1}"
42,8,"Researchers in Chile collaborated with a team based in Germany. Exports from Canada rose sharply while Sweden reported a decline. Researchers in Norway collaborated with a team based in Brazil. China and Germany signed a joint statement on trade. The documentary contrasted life in Poland with that in Greece. Researchers in Poland collaborated with a team based in Brazil. The delegation travelled from Italy to Canada before the summit. After leaving Norway, the group spent three weeks in Canada.","{""Brazil"": 2, ""Canada"": 3, ""Chile"": 1, ""China"": 1, ""Germany"": 2, ""Greece"": 1, ""Italy"": 1, ""Norway"": 2, ""Poland"": 2, ""Sweden"": 1}"
43,8,"The documentary contrasted life in Italy with that in Peru. The documentary contrasted life in Chile with that in Australia. Researchers in Poland collaborated with a team based in Peru. Egypt and Japan signed a joint statement on trade. Japan and Brazil signed a joint statement on trade. After leaving India, the group spent three weeks in Japan. The delegation travelled from Argentina to Norway before the summit. Researchers in Italy collaborated with a team based in Japan.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 1, ""Chile"": 1, ""Egypt"": 1, ""India"": 1, ""Italy"": 2, ""Japan"": 4, ""Norway"": 1, ""Peru"": 2, ""Poland"": 1}"
44,8,"After leaving Norway, the group spent three weeks in Canada. Researchers in Canada collaborated with a team based in Greece. Researchers in Italy collaborated with a team based in Germany. After leaving Chile, the group spent three weeks in Poland. After leaving Sweden, the group spent three weeks in Chile. The delegation travelled from Greece to Kenya before the summit. The delegation travelled from Germany to Brazil before the summit. Exports from Australia rose sharply while Peru reported a decline.","{""Australia"": 1, ""Brazil"": 1, ""Canada"": 2, ""Chile"": 2, ""Germany"": 2, ""Greece"": 2, ""Italy"": 1, ""Kenya"": 1, ""Norway"": 1, ""Peru"": 1, ""Poland"": 1, ""Sweden"": 1}"
45,8,"After leaving China, the group spent three weeks in Egypt. After leaving Spain, the group spent three weeks in Poland. The documentary contrasted life in Chile with that in Italy. Exports from Norway rose sharply while Brazil reported a decline. Egypt and Mexico signed a joint statement on trade. Researchers in Spain collaborated with a team based in Sweden. The delegation travelled from Kenya to Italy before the summit. The delegation travelled from Egypt to Argentina before the summit.","{""Argentina"": 1, ""Brazil"": 1, ""Chile"": 1, ""China"": 1, ""Egypt"": 3, ""Italy"": 2, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Poland"": 1, ""Spain"": 2, ""Sweden"": 1}"
46,8,Researchers in Mexico collaborated with a team based in Germany. Researchers in France collaborated with a team based in India. Egypt and Spain signed a joint statement on trade. The documentary contrasted life in Egypt with that in Spain. The delegation travelled from Italy to Sweden before the summit. The documentary contrasted life in Egypt with that in France. The delegation travelled from Canada to China before the summit. Researchers in Norway collaborated with a team based in India.,"{""Canada"": 1, ""China"": 1, ""Egypt"": 3, ""France"": 2, ""Germany"": 1, ""India"": 2, ""Italy"": 1, ""Mexico"": 1, ""Norway"": 1, ""Spain"": 2, ""Sweden"": 1}"
47,8,"Researchers in Egypt collaborated with a team based in Chile. The documentary contrasted life in India with that in Greece. After leaving India, the group spent three weeks in France. The delegation travelled from Argentina to Italy before the summit. The delegation travelled from France to Sweden before the summit. The documentary contrasted life in Argentina with that in Spain. Researchers in Germany collaborated with a team based in India. Exports from Spain rose sharply while Egypt reported a decline.","{""Argentina"": 2, ""Chile"": 1, ""Egypt"": 2, ""France"": 2, ""Germany"": 1, ""Greece"": 1, ""India"": 3, ""Italy"": 1, ""Spain"": 2, ""Sweden"": 1}"
48,8,"After leaving Spain, the group spent three weeks in Poland. The delegation travelled from Chile to China before the summit. Researchers in Spain collaborated with a team based in Egypt. Exports from Germany rose sharply while Spain reported a decline. The documentary contrasted life in China with that in Greece. The delegation travelled from Norway to Germany before the summit. After leaving Peru, the group spent three weeks in India. The delegation travelled from Japan to Mexico before the summit.","{""Chile"": 1, ""China"": 2, ""Egypt"": 1, ""Germany"": 2, ""Greece"": 1, ""India"": 1, ""Japan"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 1, ""Poland"": 1, ""Spain"": 3}"
49,8,"Exports from Greece rose sharply while Spain reported a decline. Exports from Sweden rose sharply while Greece reported a decline. The documentary contrasted life in Australia with that in China. Researchers in Poland collaborated with a team based in Argentina. After leaving Spain, the group spent three weeks in Germany. The documentary contrasted life in Australia with that in Italy. After leaving Greece, the group spent three weeks in Japan. The delegation travelled from Peru to China before the summit.","{""Argentina"": 1, ""Australia"": 2, ""China"": 2, ""Germany"": 1, ""Greece"": 3, ""Italy"": 1, ""Japan"": 1, ""Peru"": 1, ""Poland"": 1, ""Spain"": 2, ""Sweden"": 1}"
